STATION,NAME,DATE,PRCP,TAVG,TMAX,TMIN
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",11/15/2000,,71,76,63
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",11/16/2000,,72,77,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",11/17/2000,,70,76,66
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",11/18/2000,,70,75,63
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",11/19/2000,,69,74,63
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",11/20/2000,,66,74,55
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",11/21/2000,,65,75,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",11/22/2000,,63,74,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",11/23/2000,,64,73,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",11/24/2000,,64,,54
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",11/25/2000,,63,73,52
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",11/26/2000,,65,75,53
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",11/27/2000,,65,76,56
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",11/28/2000,,61,,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",11/29/2000,0.31,57,64,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",11/30/2000,0.91,61,70,56
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",12/1/2000,0.2,62,71,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",12/2/2000,0,62,72,54
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",12/3/2000,0.02,63,,55
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",12/4/2000,0.02,65,72,59
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",12/5/2000,0,63,71,55
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",12/6/2000,,63,72,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",12/7/2000,0.16,62,69,56
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",12/8/2000,0.16,62,70,51
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",12/9/2000,0.12,64,,56
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",12/10/2000,0.12,64,68,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",12/11/2000,0,61,68,53
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",12/12/2000,,66,70,62
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",12/13/2000,,65,,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",12/14/2000,0.47,63,67,55
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",12/15/2000,0.24,62,68,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",12/16/2000,0,60,70,49
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",12/17/2000,,60,71,49
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",12/18/2000,,59,68,46
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",12/19/2000,,64,,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",12/20/2000,,63,67,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",12/21/2000,,58,66,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",12/22/2000,,55,67,46
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",12/23/2000,,56,71,44
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",12/24/2000,0.16,58,62,35
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",12/25/2000,0.04,60,65,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",12/26/2000,0,55,66,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",12/27/2000,,56,67,45
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",12/28/2000,,56,69,49
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",12/29/2000,,56,67,46
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",12/30/2000,,55,67,44
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",12/31/2000,,56,71,44
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",1/1/2001,,57,68,46
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",1/2/2001,,56,63,47
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",1/3/2001,,62,67,55
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",1/4/2001,0.2,57,,51
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",1/5/2001,0.08,58,66,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",1/6/2001,0,58,63,51
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",1/7/2001,0.24,62,,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",1/8/2001,0,58,,48
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",1/9/2001,,57,68,44
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",1/10/2001,,57,69,45
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",1/11/2001,,60,67,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",1/12/2001,,60,67,55
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",1/13/2001,,59,67,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",1/14/2001,,58,69,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",1/15/2001,,58,,44
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",1/16/2001,,57,70,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",1/17/2001,,57,,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",1/18/2001,,56,66,45
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",1/19/2001,0.39,59,65,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",1/20/2001,0.12,60,65,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",1/21/2001,0,57,66,49
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",1/22/2001,,58,65,49
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",1/23/2001,0.02,60,65,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",1/24/2001,0,60,67,50
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",1/25/2001,0.67,62,65,58
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",1/26/2001,0,59,64,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",1/27/2001,,54,64,41
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",1/28/2001,,55,66,44
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",1/29/2001,,55,67,44
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",1/30/2001,,58,71,46
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",1/31/2001,,59,,34
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",2/1/2001,,57,,47
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",2/2/2001,,58,72,42
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",2/3/2001,,59,65,54
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",2/4/2001,,60,65,56
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",2/5/2001,,61,65,59
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",2/6/2001,,59,65,49
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",2/7/2001,,62,68,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",2/8/2001,,62,68,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",2/9/2001,,59,67,49
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",2/10/2001,,58,69,44
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",2/11/2001,,59,69,50
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",2/12/2001,,57,,42
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",2/13/2001,,55,67,42
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",2/14/2001,,56,67,42
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",2/15/2001,,59,65,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",2/16/2001,,57,,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",2/17/2001,0.24,58,,49
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",2/18/2001,0,59,65,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",2/19/2001,,56,,45
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",2/20/2001,0.04,55,59,48
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",2/21/2001,0.12,55,61,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",2/22/2001,0.16,53,67,41
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",2/23/2001,0.04,56,67,48
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",2/24/2001,0,56,68,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",2/25/2001,,60,76,44
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",2/26/2001,,62,76,48
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",2/27/2001,,64,82,47
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",2/28/2001,,65,81,47
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",3/1/2001,,61,,50
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",3/2/2001,,62,68,55
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",3/3/2001,,59,66,48
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",3/4/2001,,61,69,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",3/5/2001,,63,69,57
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",3/6/2001,,63,72,49
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",3/7/2001,,61,,46
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",3/8/2001,,63,,55
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",3/9/2001,0.04,63,69,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",3/10/2001,0,64,,59
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",3/11/2001,0,63,,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",3/12/2001,,62,68,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",3/13/2001,,62,68,54
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",3/14/2001,,62,70,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",3/15/2001,,61,68,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",3/16/2001,,64,69,61
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",3/17/2001,,62,,57
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",3/18/2001,,64,71,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",3/19/2001,,66,75,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",3/20/2001,,66,,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",3/21/2001,,65,72,53
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",3/22/2001,,63,69,51
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",3/23/2001,,66,,53
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",3/24/2001,,66,71,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",3/25/2001,,64,73,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",3/26/2001,,65,,51
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",3/27/2001,,68,85,51
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",3/28/2001,,71,90,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",3/29/2001,,67,76,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",3/30/2001,,72,87,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",3/31/2001,,72,97,58
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",4/1/2001,,67,,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",4/2/2001,,67,74,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",4/3/2001,,64,70,60
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",4/4/2001,,64,70,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",4/5/2001,,64,,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",4/6/2001,,63,72,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",4/7/2001,,65,71,56
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",4/8/2001,,65,71,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",4/9/2001,,65,78,49
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",4/10/2001,,65,72,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",4/11/2001,,62,72,50
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",4/12/2001,,64,74,50
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",4/13/2001,,70,,52
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",4/14/2001,,66,72,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",4/15/2001,,65,73,50
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",4/16/2001,,69,85,52
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",4/17/2001,,73,90,57
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",4/18/2001,,69,78,62
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",4/19/2001,,66,72,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",4/20/2001,,67,79,50
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",4/21/2001,,70,81,57
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",4/22/2001,,73,86,63
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",4/23/2001,,68,73,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",4/24/2001,,65,71,53
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",4/25/2001,,66,70,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",4/26/2001,,64,72,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",4/27/2001,,65,75,53
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",4/28/2001,,67,76,57
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",4/29/2001,,73,84,58
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",4/30/2001,0.03,74,90,68
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",5/1/2001,0,69,76,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",5/2/2001,,68,73,64
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",5/3/2001,,67,73,61
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",5/4/2001,,69,,54
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",5/5/2001,,75,,59
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",5/6/2001,,70,74,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",5/7/2001,,68,,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",5/8/2001,,71,79,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",5/9/2001,,68,73,63
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",5/10/2001,,68,74,64
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",5/11/2001,,69,76,62
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",5/12/2001,,76,93,62
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",5/13/2001,0.04,71,,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",5/14/2001,0,68,73,63
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",5/15/2001,,68,73,63
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",5/16/2001,,68,,62
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",5/17/2001,,68,,63
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",5/18/2001,,69,76,63
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",5/19/2001,,71,78,65
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",5/20/2001,,74,82,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",5/21/2001,,75,82,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",5/22/2001,,75,82,65
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",5/23/2001,,77,87,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",5/24/2001,,78,86,61
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",5/25/2001,,77,,67
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",5/26/2001,,85,,67
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",5/27/2001,,80,95,70
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",5/28/2001,,74,,70
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",5/29/2001,,74,79,68
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",5/30/2001,,74,79,70
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",5/31/2001,,74,81,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",6/1/2001,,76,83,70
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",6/2/2001,,78,84,67
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",6/3/2001,,76,83,63
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",6/4/2001,,76,83,68
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",6/5/2001,,75,81,72
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",6/6/2001,,74,79,69
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",6/7/2001,,73,78,69
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",6/8/2001,,73,78,67
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",6/9/2001,,75,79,69
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",6/10/2001,,76,81,69
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",6/11/2001,,76,82,71
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",6/12/2001,,76,82,70
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",6/13/2001,,76,82,69
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",6/14/2001,,77,84,68
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",6/15/2001,,78,86,66
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",6/16/2001,,77,82,72
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",6/17/2001,,74,81,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",6/18/2001,,75,81,70
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",6/19/2001,,77,84,68
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",6/20/2001,,77,87,64
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",6/21/2001,,77,84,69
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",6/22/2001,,77,81,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",6/23/2001,,75,81,71
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",6/24/2001,,76,81,71
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",6/25/2001,,76,81,72
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",6/26/2001,,77,83,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",6/27/2001,,76,83,73
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",6/28/2001,,77,84,72
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",6/29/2001,,77,83,72
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",6/30/2001,,78,83,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",7/1/2001,,78,83,73
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",7/2/2001,,78,,73
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",7/3/2001,,78,84,72
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",7/4/2001,,76,83,73
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",7/5/2001,,78,83,73
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",7/6/2001,,78,84,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",7/7/2001,,79,85,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",7/8/2001,,80,,74
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",7/9/2001,,80,86,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",7/10/2001,,79,87,68
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",7/11/2001,,81,86,77
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",7/12/2001,,81,87,76
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",7/13/2001,,81,,72
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",7/14/2001,,80,85,70
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",7/15/2001,,81,86,76
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",7/16/2001,,82,87,77
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",7/17/2001,,83,,76
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",7/18/2001,,84,,78
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",7/19/2001,,83,89,78
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",7/20/2001,,82,87,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",7/21/2001,,83,89,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",7/22/2001,,81,86,76
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",7/23/2001,,81,86,77
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",7/24/2001,,80,86,76
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",7/25/2001,,80,84,75
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",7/26/2001,,82,88,77
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",7/27/2001,,83,89,77
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",7/28/2001,,83,89,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",7/29/2001,,83,89,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",7/30/2001,,82,87,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",7/31/2001,,82,88,75
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",8/1/2001,,82,87,77
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",8/2/2001,,81,88,73
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",8/3/2001,,81,89,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",8/4/2001,,82,89,74
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",8/5/2001,,83,88,79
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",8/6/2001,,83,88,75
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",8/7/2001,,83,89,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",8/8/2001,,84,91,79
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",8/9/2001,,83,,76
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",8/10/2001,,83,90,78
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",8/11/2001,,83,90,78
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",8/12/2001,,84,91,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",8/13/2001,,83,,72
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",8/14/2001,,82,87,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",8/15/2001,,83,89,78
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",8/16/2001,,81,87,71
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",8/17/2001,,81,88,70
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",8/18/2001,,83,88,80
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",8/19/2001,,83,88,80
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",8/20/2001,,81,88,71
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",8/21/2001,,80,89,69
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",8/22/2001,,81,88,70
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",8/23/2001,,80,89,69
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",8/24/2001,,84,99,70
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",8/25/2001,,85,95,75
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",8/26/2001,,83,89,80
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",8/27/2001,,82,87,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",8/28/2001,,82,87,76
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",8/29/2001,,82,,77
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",8/30/2001,,82,88,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",8/31/2001,,82,87,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",9/1/2001,,83,88,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",9/2/2001,,83,87,79
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",9/3/2001,,83,88,78
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",9/4/2001,,84,89,78
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",9/5/2001,,82,,72
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",9/6/2001,,85,94,73
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",9/7/2001,,82,87,75
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",9/8/2001,,80,86,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",9/9/2001,,79,,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",9/10/2001,,79,,69
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",9/11/2001,,78,,70
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",9/12/2001,,79,89,67
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",9/13/2001,,79,,69
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",9/14/2001,,80,85,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",9/15/2001,,78,,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",9/16/2001,,78,85,71
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",9/17/2001,,77,84,66
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",9/18/2001,,76,85,65
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",9/19/2001,,78,85,67
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",9/20/2001,,82,,77
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",9/21/2001,,82,,79
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",9/22/2001,,80,85,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",9/23/2001,,82,88,72
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",9/24/2001,,81,86,70
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",9/25/2001,,81,86,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",9/26/2001,,82,89,77
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",9/27/2001,,81,87,
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",9/28/2001,,80,84,
